id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
124,trojan,windows,technique,"L'échantillon transmet les informations dérobées à l'attaquant, déploie un composant secondaire après l'infection initiale, désactive les solutions de sécurité présentes sur la machine, ajoute une entrée d'exécution automatique dans le registre Windows.",élevé,command_and_control|defense_evasion|persistence|exfiltration,trojan injection de processus|porte dérobée cachée|trojan windows,svc_host|rundll32|loader.bin,VirtualAllocEx|CreateRemoteThread|URLDownloadToFileW|WinExec,HKCU\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,analytics-collector.io|data-backup-vault.com,payload_download|security_tampering|registry_persistence|data_exfiltration,URLDownloadToFile|disable_av_string|HKCU_Run_Key|http_post_exfil|VirtualAllocEx|CreateRemoteThread|svc_host|rundll32,trojan|windows|élevé|payload_download|security_tampering|registry_persistence|data_exfiltration
125,trojan,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui installe un service systemd pour démarrer automatiquement, puis récupère un module additionnel via une connexion chiffrée, puis envoie le butin vers une infrastructure externe, puis réalise une injection mémoire dans un processus de confiance.",élevé,defense_evasion|privilege_escalation|command_and_control|persistence|exfiltration,porte dérobée cachée|cheval de troie|trojan linux,update.dat|loader.bin|rundll32|%TEMP%\tmp.exe|svc_host,socket|dlopen|connect,,,cloud-sync-status.org|license-activation-srv.net,process_injection|payload_download|systemd_service|data_exfiltration,ptrace_inject|http_download|systemd_unit_file|http_post_exfil|socket|dlopen|update.dat|loader.bin,trojan|linux|élevé|process_injection|payload_download|systemd_service|data_exfiltration
126,trojan,android,alerte_courte,DÉTECTION : menace qui recense la configuration et les logiciels installés et désactive les solutions de sécurité présentes sur la machine.,élevé,defense_evasion|persistence|exfiltration|discovery,désactivation antivirus|trojan injection de processus|porte dérobée cachée|trojan android mobile APK,%TEMP%\tmp.exe|update.dat|rundll32|loader.bin|svc_host,Runtime.exec|PackageManager.setComponentEnabledSetting|DexClassLoader,,,secure-cdn-delivery.net|api-telemetry-node.com,security_tampering|boot_receiver|data_exfiltration|system_discovery,disable_av_string|BOOT_COMPLETED_receiver|http_post_exfil|systeminfo_enum|Runtime.exec|PackageManager.setComponentEnabledSetting|%TEMP%\tmp.exe|update.dat,trojan|android|élevé|security_tampering|boot_receiver|data_exfiltration|system_discovery
127,trojan,android,alerte_courte,SIGNALEMENT : menace qui envoie le butin vers une infrastructure externe et se greffe sur un processus hôte pour masquer son exécution.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration,malware qui télécharge une charge utile|désactivation antivirus|cheval de troie|trojan android mobile APK,update.dat|rundll32|svc_host|%TEMP%\tmp.exe,DexClassLoader|Runtime.exec|PackageManager.setComponentEnabledSetting,,,analytics-collector.io,security_tampering|process_injection|boot_receiver|data_exfiltration,disable_av_string|ptrace_inject|BOOT_COMPLETED_receiver|http_post_exfil|DexClassLoader|Runtime.exec|update.dat|rundll32,trojan|android|élevé|security_tampering|process_injection|boot_receiver|data_exfiltration
128,trojan,linux,description_detaillee,"L'examen comportemental indique que l'échantillon télécharge une charge utile secondaire depuis un serveur distant. Par ailleurs, il planifie son lancement via une entrée crontab. Par ailleurs, il transmet les informations dérobées à l'attaquant. Par ailleurs, il se greffe sur un processus hôte pour masquer son exécution.",élevé,defense_evasion|privilege_escalation|command_and_control|persistence|exfiltration,malware qui télécharge une charge utile|désactivation antivirus|trojan linux,update.dat|rundll32|loader.bin|svc_host|%TEMP%\tmp.exe,ptrace|dlopen|connect|execve|socket,,,api-telemetry-node.com|cloud-sync-status.org,process_injection|payload_download|cron_persistence|data_exfiltration,ptrace_inject|http_download|crontab_entry|http_post_exfil|ptrace|dlopen|update.dat|rundll32,trojan|linux|élevé|process_injection|payload_download|cron_persistence|data_exfiltration
129,trojan,linux,alerte_courte,SIGNALEMENT : menace qui se greffe sur un processus hôte pour masquer son exécution et recense la configuration et les logiciels installés.,élevé,defense_evasion|privilege_escalation|discovery,malware qui télécharge une charge utile|trojan injection de processus|trojan linux,rundll32|svc_host|%TEMP%\tmp.exe|update.dat|loader.bin,execve|ptrace|connect|socket,,,,process_injection|system_discovery,ptrace_inject|systeminfo_enum|execve|ptrace|rundll32|svc_host,trojan|linux|élevé|process_injection|system_discovery
130,trojan,linux,rapport_analyste,Ce logiciel malveillant énumère les informations système et le domaine. Il récupère un module additionnel via une connexion chiffrée et déploie une unité systemd afin de persister au boot et désactive les solutions de sécurité présentes sur la machine.,élevé,defense_evasion|command_and_control|persistence|discovery,trojan injection de processus|malware qui télécharge une charge utile|trojan linux,%TEMP%\tmp.exe|svc_host|loader.bin|update.dat|rundll32,connect|socket|dlopen|execve|ptrace,,,ns1.dynamic-resolver.net|data-backup-vault.com,security_tampering|payload_download|systemd_service|system_discovery,disable_av_string|http_download|systemd_unit_file|systeminfo_enum|connect|socket|%TEMP%\tmp.exe|svc_host,trojan|linux|élevé|security_tampering|payload_download|systemd_service|system_discovery
131,trojan,linux,technique,"L'échantillon injecte son code dans un processus légitime du système, détourne les scripts d'initialisation système, altère les services de protection du poste.",élevé,defense_evasion|privilege_escalation|persistence,désactivation antivirus|malware qui télécharge une charge utile|trojan injection de processus|trojan linux,rundll32|%TEMP%\tmp.exe|update.dat|svc_host|loader.bin,execve|socket|ptrace|fork,,,,security_tampering|process_injection|rc_local,disable_av_string|ptrace_inject|rc.local_modification|execve|socket|rundll32|%TEMP%\tmp.exe,trojan|linux|élevé|security_tampering|process_injection|rc_local
132,trojan,windows,alerte_courte,ALERTE : menace qui déploie un service système malveillant au démarrage et tente de neutraliser l'antivirus et le pare-feu.,élevé,defense_evasion|persistence|exfiltration,trojan injection de processus|porte dérobée cachée|trojan windows,svc_host|rundll32|loader.bin|%TEMP%\tmp.exe,WriteProcessMemory|CreateRemoteThread|CreateProcessW|URLDownloadToFileW|VirtualAllocEx,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,update-service-check.com,security_tampering|windows_service|data_exfiltration,disable_av_string|service_install_string|http_post_exfil|WriteProcessMemory|CreateRemoteThread|svc_host|rundll32|HKCU_Run_Key,trojan|windows|élevé|security_tampering|windows_service|data_exfiltration
133,trojan,windows,rapport_analyste,L'implant identifié envoie le butin vers une infrastructure externe. Il désactive les solutions de sécurité présentes sur la machine et télécharge une charge utile secondaire depuis un serveur distant et enregistre une tâche planifiée déclenchée à l'ouverture de session.,élevé,command_and_control|defense_evasion|persistence|exfiltration,malware qui télécharge une charge utile|porte dérobée cachée|trojan windows,loader.bin|update.dat|svc_host,CreateProcessW|URLDownloadToFileW|WriteProcessMemory|VirtualAllocEx,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\TrjSyncMtx,api-telemetry-node.com,payload_download|security_tampering|scheduled_task|data_exfiltration,URLDownloadToFile|disable_av_string|schtasks_create|http_post_exfil|CreateProcessW|URLDownloadToFileW|loader.bin|update.dat,trojan|windows|élevé|payload_download|security_tampering|scheduled_task|data_exfiltration
134,trojan,android,rapport_analyste,Le binaire analysé enregistre un récepteur de démarrage pour se relancer au boot. Il injecte son code dans un processus légitime du système.,élevé,defense_evasion|privilege_escalation|persistence,cheval de troie|porte dérobée cachée|trojan android mobile APK,update.dat|rundll32|loader.bin|%TEMP%\tmp.exe,DexClassLoader|PackageManager.setComponentEnabledSetting|Runtime.exec,,,,process_injection|boot_receiver,ptrace_inject|BOOT_COMPLETED_receiver|DexClassLoader|PackageManager.setComponentEnabledSetting|update.dat|rundll32,trojan|android|élevé|process_injection|boot_receiver
135,trojan,windows,description_detaillee,"L'examen comportemental indique que l'échantillon récupère un module additionnel via une connexion chiffrée. Par ailleurs, il abonne un événement WMI permanent pour son exécution. Par ailleurs, il transmet les informations dérobées à l'attaquant.",élevé,command_and_control|persistence|exfiltration,malware qui télécharge une charge utile|trojan injection de processus|trojan windows,svc_host|update.dat|rundll32,URLDownloadToFileW|VirtualAllocEx|CreateRemoteThread|CreateProcessW,HKLM\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\TrjSyncMtx,ns1.dynamic-resolver.net,payload_download|wmi_subscription|data_exfiltration,URLDownloadToFile|wmi_event_consumer|http_post_exfil|URLDownloadToFileW|VirtualAllocEx|svc_host|update.dat|HKCU_Run_Key,trojan|windows|élevé|payload_download|wmi_subscription|data_exfiltration
136,trojan,android,alerte_courte,ALERTE : menace qui écoute l'événement BOOT_COMPLETED pour redémarrer après reboot et énumère les informations système et le domaine.,élevé,command_and_control|defense_evasion|privilege_escalation|persistence|discovery,malware qui télécharge une charge utile|trojan injection de processus|trojan android mobile APK,svc_host|%TEMP%\tmp.exe|loader.bin|rundll32,PackageManager.setComponentEnabledSetting|Runtime.exec|DexClassLoader,,,license-activation-srv.net,payload_download|process_injection|boot_receiver|system_discovery,http_download|ptrace_inject|BOOT_COMPLETED_receiver|systeminfo_enum|PackageManager.setComponentEnabledSetting|Runtime.exec|svc_host|%TEMP%\tmp.exe,trojan|android|élevé|payload_download|process_injection|boot_receiver|system_discovery
137,trojan,android,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace télécharge une charge utile secondaire depuis un serveur distant, puis écoute l'événement BOOT_COMPLETED pour redémarrer après reboot, puis envoie le butin vers une infrastructure externe.",élevé,command_and_control|persistence|exfiltration,porte dérobée cachée|trojan injection de processus|trojan android mobile APK,update.dat|loader.bin|svc_host,Runtime.exec|PackageManager.setComponentEnabledSetting|DexClassLoader,,,mail-relay-gateway.org|win-update-patch.net,payload_download|boot_receiver|data_exfiltration,http_download|BOOT_COMPLETED_receiver|http_post_exfil|Runtime.exec|PackageManager.setComponentEnabledSetting|update.dat|loader.bin,trojan|android|élevé|payload_download|boot_receiver|data_exfiltration
138,trojan,linux,rapport_analyste,L'implant identifié injecte son code dans un processus légitime du système. Il détourne les scripts d'initialisation système et envoie le butin vers une infrastructure externe et tente de neutraliser l'antivirus et le pare-feu.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration,porte dérobée cachée|trojan injection de processus|trojan linux,loader.bin|svc_host|rundll32|update.dat,dlopen|connect|execve,,,update-service-check.com,process_injection|security_tampering|rc_local|data_exfiltration,ptrace_inject|disable_av_string|rc.local_modification|http_post_exfil|dlopen|connect|loader.bin|svc_host,trojan|linux|élevé|process_injection|security_tampering|rc_local|data_exfiltration
139,trojan,windows,alerte_courte,DÉTECTION : menace qui altère les services de protection du poste et s'installe comme service Windows pour persister.,élevé,defense_evasion|persistence|exfiltration,malware qui télécharge une charge utile|désactivation antivirus|cheval de troie|trojan windows,loader.bin|svc_host|update.dat|rundll32,URLDownloadToFileW|WinExec|CreateRemoteThread|WriteProcessMemory|VirtualAllocEx,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,license-activation-srv.net|ota-firmware-push.com,security_tampering|windows_service|data_exfiltration,disable_av_string|service_install_string|http_post_exfil|URLDownloadToFileW|WinExec|loader.bin|svc_host|HKCU_Run_Key,trojan|windows|élevé|security_tampering|windows_service|data_exfiltration
140,trojan,android,technique,"L'échantillon demande les droits Device Administrator afin de résister à la désinstallation, désactive les solutions de sécurité présentes sur la machine.",élevé,defense_evasion|persistence,cheval de troie|malware qui télécharge une charge utile|trojan android mobile APK,loader.bin|%TEMP%\tmp.exe|update.dat|svc_host,DexClassLoader|PackageManager.setComponentEnabledSetting|Runtime.exec,,,,security_tampering|device_admin_abuse,disable_av_string|DeviceAdminReceiver|DexClassLoader|PackageManager.setComponentEnabledSetting|loader.bin|%TEMP%\tmp.exe,trojan|android|élevé|security_tampering|device_admin_abuse
141,trojan,windows,description_detaillee,"Une analyse approfondie montre que la menace utilise une souscription WMI pour se déclencher. Par ailleurs, il déploie un composant secondaire après l'infection initiale. Par ailleurs, il injecte son code dans un processus légitime du système. Par ailleurs, il transmet les informations dérobées à l'attaquant.",élevé,defense_evasion|privilege_escalation|command_and_control|persistence|exfiltration,trojan injection de processus|désactivation antivirus|trojan windows,update.dat|%TEMP%\tmp.exe|svc_host,CreateProcessW|CreateRemoteThread|VirtualAllocEx|WinExec,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,ota-firmware-push.com|mail-relay-gateway.org,process_injection|payload_download|wmi_subscription|data_exfiltration,CreateRemoteThread|URLDownloadToFile|wmi_event_consumer|http_post_exfil|CreateProcessW|update.dat|%TEMP%\tmp.exe|HKCU_Run_Key,trojan|windows|élevé|process_injection|payload_download|wmi_subscription|data_exfiltration
142,trojan,android,technique,"L'échantillon exploite l'Accessibility Service afin de maintenir son emprise, exfiltre les données collectées vers un serveur distant, altère les services de protection du poste.",élevé,defense_evasion|persistence|exfiltration,trojan injection de processus|cheval de troie|malware qui télécharge une charge utile|trojan android mobile APK,loader.bin|svc_host|%TEMP%\tmp.exe|rundll32,PackageManager.setComponentEnabledSetting|Runtime.exec|DexClassLoader,,,data-backup-vault.com,security_tampering|accessibility_abuse|data_exfiltration,disable_av_string|AccessibilityService|http_post_exfil|PackageManager.setComponentEnabledSetting|Runtime.exec|loader.bin|svc_host,trojan|android|élevé|security_tampering|accessibility_abuse|data_exfiltration
143,trojan,windows,alerte_courte,ALERTE : menace qui cartographie l'environnement avant d'agir et télécharge une charge utile secondaire depuis un serveur distant.,élevé,defense_evasion|privilege_escalation|command_and_control|persistence|discovery,désactivation antivirus|cheval de troie|trojan injection de processus|trojan windows,update.dat|loader.bin|rundll32|%TEMP%\tmp.exe|svc_host,CreateRemoteThread|WriteProcessMemory|WinExec|URLDownloadToFileW|VirtualAllocEx,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\InjGuardMutex,ota-firmware-push.com,process_injection|payload_download|windows_service|system_discovery,CreateRemoteThread|URLDownloadToFile|service_install_string|systeminfo_enum|WriteProcessMemory|update.dat|loader.bin|HKCU_Run_Key,trojan|windows|élevé|process_injection|payload_download|windows_service|system_discovery
144,trojan,windows,description_detaillee,"Une analyse approfondie montre que la menace tente de neutraliser l'antivirus et le pare-feu. Par ailleurs, il cartographie l'environnement avant d'agir. Par ailleurs, il assure sa persistance via une clé Run du registre. Par ailleurs, il réalise une injection mémoire dans un processus de confiance.",élevé,defense_evasion|privilege_escalation|persistence|discovery,porte dérobée cachée|malware qui télécharge une charge utile|trojan windows,svc_host|rundll32|%TEMP%\tmp.exe,CreateRemoteThread|VirtualAllocEx|URLDownloadToFileW|WinExec|WriteProcessMemory,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce|HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Local\InjGuardMutex,,process_injection|security_tampering|registry_persistence|system_discovery,CreateRemoteThread|disable_av_string|HKCU_Run_Key|systeminfo_enum|VirtualAllocEx|svc_host|rundll32,trojan|windows|élevé|process_injection|security_tampering|registry_persistence|system_discovery
145,trojan,windows,rapport_analyste,Cette souche déploie un service système malveillant au démarrage. Il récupère un module additionnel via une connexion chiffrée et exfiltre les données collectées vers un serveur distant et cartographie l'environnement avant d'agir.,élevé,command_and_control|persistence|exfiltration|discovery,trojan injection de processus|cheval de troie|désactivation antivirus|trojan windows,loader.bin|rundll32|%TEMP%\tmp.exe|svc_host,WriteProcessMemory|WinExec|VirtualAllocEx|CreateRemoteThread,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\InjGuardMutex,license-activation-srv.net,payload_download|windows_service|data_exfiltration|system_discovery,URLDownloadToFile|service_install_string|http_post_exfil|systeminfo_enum|WriteProcessMemory|WinExec|loader.bin|rundll32,trojan|windows|élevé|payload_download|windows_service|data_exfiltration|system_discovery
146,trojan,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui se greffe sur un processus hôte pour masquer son exécution, puis cartographie l'environnement avant d'agir.",élevé,defense_evasion|privilege_escalation|discovery,trojan injection de processus|désactivation antivirus|cheval de troie|trojan linux,rundll32|loader.bin|svc_host|%TEMP%\tmp.exe|update.dat,socket|fork|execve|dlopen,,,,process_injection|system_discovery,ptrace_inject|systeminfo_enum|socket|fork|rundll32|loader.bin,trojan|linux|élevé|process_injection|system_discovery
147,trojan,linux,alerte_courte,ALERTE : menace qui énumère les informations système et le domaine et se greffe sur un processus hôte pour masquer son exécution.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration|discovery,malware qui télécharge une charge utile|trojan injection de processus|désactivation antivirus|trojan linux,svc_host|update.dat|%TEMP%\tmp.exe|loader.bin|rundll32,connect|fork|ptrace|socket|dlopen,,,ota-firmware-push.com,process_injection|rc_local|data_exfiltration|system_discovery,ptrace_inject|rc.local_modification|http_post_exfil|systeminfo_enum|connect|fork|svc_host|update.dat,trojan|linux|élevé|process_injection|rc_local|data_exfiltration|system_discovery
148,trojan,android,alerte_courte,ALERTE : menace qui tente de neutraliser l'antivirus et le pare-feu et injecte son code dans un processus légitime du système.,élevé,defense_evasion|privilege_escalation,malware qui télécharge une charge utile|porte dérobée cachée|trojan android mobile APK,rundll32|loader.bin|%TEMP%\tmp.exe|svc_host|update.dat,PackageManager.setComponentEnabledSetting|DexClassLoader|Runtime.exec,,,,process_injection|security_tampering,ptrace_inject|disable_av_string|PackageManager.setComponentEnabledSetting|DexClassLoader|rundll32|loader.bin,trojan|android|élevé|process_injection|security_tampering
149,trojan,windows,alerte_courte,SIGNALEMENT : menace qui transmet les informations dérobées à l'attaquant et récupère un module additionnel via une connexion chiffrée.,élevé,command_and_control|exfiltration,trojan injection de processus|malware qui télécharge une charge utile|trojan windows,svc_host|%TEMP%\tmp.exe|update.dat|rundll32,WriteProcessMemory|URLDownloadToFileW|CreateRemoteThread|WinExec,HKLM\System\CurrentControlSet\Services,Global\TrjSyncMtx,api-telemetry-node.com|data-backup-vault.com,payload_download|data_exfiltration,URLDownloadToFile|http_post_exfil|WriteProcessMemory|URLDownloadToFileW|svc_host|%TEMP%\tmp.exe|HKCU_Run_Key,trojan|windows|élevé|payload_download|data_exfiltration
150,trojan,linux,description_detaillee,"Une analyse approfondie montre que la menace désactive les solutions de sécurité présentes sur la machine. Par ailleurs, il planifie son lancement via une entrée crontab. Par ailleurs, il récupère un module additionnel via une connexion chiffrée.",élevé,command_and_control|defense_evasion|persistence,trojan injection de processus|désactivation antivirus|trojan linux,loader.bin|svc_host|rundll32|update.dat|%TEMP%\tmp.exe,fork|dlopen|socket|execve,,,analytics-collector.io,payload_download|security_tampering|cron_persistence,http_download|disable_av_string|crontab_entry|fork|dlopen|loader.bin|svc_host,trojan|linux|élevé|payload_download|security_tampering|cron_persistence
151,trojan,linux,rapport_analyste,L'implant identifié déploie un composant secondaire après l'infection initiale. Il transmet les informations dérobées à l'attaquant.,élevé,command_and_control|exfiltration,désactivation antivirus|porte dérobée cachée|trojan linux,%TEMP%\tmp.exe|update.dat|rundll32|svc_host,execve|fork|ptrace|connect|socket,,,analytics-collector.io,payload_download|data_exfiltration,http_download|http_post_exfil|execve|fork|%TEMP%\tmp.exe|update.dat,trojan|linux|élevé|payload_download|data_exfiltration
152,trojan,windows,alerte_courte,SIGNALEMENT : menace qui désactive les solutions de sécurité présentes sur la machine et s'installe comme service Windows pour persister.,élevé,defense_evasion|persistence,porte dérobée cachée|trojan injection de processus|trojan windows,loader.bin|update.dat|rundll32,WinExec|VirtualAllocEx|CreateRemoteThread,HKLM\System\CurrentControlSet\Services,Global\TrjSyncMtx,,security_tampering|windows_service,disable_av_string|service_install_string|WinExec|VirtualAllocEx|loader.bin|update.dat|HKCU_Run_Key,trojan|windows|élevé|security_tampering|windows_service
153,trojan,android,alerte_courte,ALERTE : menace qui réalise une injection mémoire dans un processus de confiance et enregistre un récepteur de démarrage pour se relancer au boot.,élevé,defense_evasion|privilege_escalation|persistence|discovery,cheval de troie|trojan injection de processus|porte dérobée cachée|trojan android mobile APK,loader.bin|svc_host|update.dat|rundll32,Runtime.exec|PackageManager.setComponentEnabledSetting|DexClassLoader,,,,process_injection|boot_receiver|system_discovery,ptrace_inject|BOOT_COMPLETED_receiver|systeminfo_enum|Runtime.exec|PackageManager.setComponentEnabledSetting|loader.bin|svc_host,trojan|android|élevé|process_injection|boot_receiver|system_discovery
154,trojan,android,alerte_courte,ALERTE : menace qui enregistre un récepteur de démarrage pour se relancer au boot et altère les services de protection du poste.,élevé,defense_evasion|persistence|exfiltration,désactivation antivirus|malware qui télécharge une charge utile|trojan injection de processus|trojan android mobile APK,update.dat|svc_host|%TEMP%\tmp.exe,DexClassLoader|Runtime.exec|PackageManager.setComponentEnabledSetting,,,win-update-patch.net,security_tampering|boot_receiver|data_exfiltration,disable_av_string|BOOT_COMPLETED_receiver|http_post_exfil|DexClassLoader|Runtime.exec|update.dat|svc_host,trojan|android|élevé|security_tampering|boot_receiver|data_exfiltration
155,trojan,windows,rapport_analyste,Le binaire analysé s'installe comme service Windows pour persister. Il réalise une injection mémoire dans un processus de confiance.,élevé,defense_evasion|privilege_escalation|persistence,porte dérobée cachée|trojan injection de processus|malware qui télécharge une charge utile|trojan windows,svc_host|loader.bin|rundll32,URLDownloadToFileW|VirtualAllocEx|WriteProcessMemory|CreateRemoteThread,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\TrjSyncMtx,,process_injection|windows_service,CreateRemoteThread|service_install_string|URLDownloadToFileW|VirtualAllocEx|svc_host|loader.bin|HKCU_Run_Key,trojan|windows|élevé|process_injection|windows_service
156,trojan,linux,alerte_courte,DÉTECTION : menace qui réalise une injection mémoire dans un processus de confiance et exfiltre les données collectées vers un serveur distant.,élevé,defense_evasion|privilege_escalation|persistence|exfiltration,porte dérobée cachée|désactivation antivirus|cheval de troie|trojan linux,%TEMP%\tmp.exe|loader.bin|rundll32,ptrace|dlopen|fork|socket,,,cloud-sync-status.org,process_injection|security_tampering|cron_persistence|data_exfiltration,ptrace_inject|disable_av_string|crontab_entry|http_post_exfil|ptrace|dlopen|%TEMP%\tmp.exe|loader.bin,trojan|linux|élevé|process_injection|security_tampering|cron_persistence|data_exfiltration
157,trojan,windows,rapport_analyste,La variante observée réalise une injection mémoire dans un processus de confiance. Il télécharge une charge utile secondaire depuis un serveur distant et envoie le butin vers une infrastructure externe.,élevé,defense_evasion|privilege_escalation|command_and_control|exfiltration,malware qui télécharge une charge utile|porte dérobée cachée|trojan injection de processus|trojan windows,svc_host|rundll32|update.dat,CreateProcessW|CreateRemoteThread|WinExec|URLDownloadToFileW,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\TrjSyncMtx,ota-firmware-push.com|ns1.dynamic-resolver.net,process_injection|payload_download|data_exfiltration,CreateRemoteThread|URLDownloadToFile|http_post_exfil|CreateProcessW|svc_host|rundll32|HKCU_Run_Key,trojan|windows|élevé|process_injection|payload_download|data_exfiltration
158,trojan,linux,description_detaillee,"L'examen comportemental indique que l'échantillon injecte son code dans un processus légitime du système. Par ailleurs, il injecte une commande dans les fichiers de profil shell de l'utilisateur.",élevé,defense_evasion|privilege_escalation|persistence,porte dérobée cachée|trojan injection de processus|trojan linux,update.dat|rundll32|svc_host|%TEMP%\tmp.exe,socket|execve|ptrace,,,,process_injection|shell_profile,ptrace_inject|bashrc_modification|socket|execve|update.dat|rundll32,trojan|linux|élevé|process_injection|shell_profile
159,trojan,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui planifie son lancement via une entrée crontab, puis réalise une injection mémoire dans un processus de confiance.",élevé,defense_evasion|privilege_escalation|persistence,malware qui télécharge une charge utile|désactivation antivirus|trojan linux,%TEMP%\tmp.exe|rundll32|update.dat,connect|socket|ptrace|fork|execve,,,,process_injection|cron_persistence,ptrace_inject|crontab_entry|connect|socket|%TEMP%\tmp.exe|rundll32,trojan|linux|élevé|process_injection|cron_persistence
160,trojan,windows,technique,"L'échantillon réalise une injection mémoire dans un processus de confiance, envoie le butin vers une infrastructure externe, enregistre une tâche planifiée déclenchée à l'ouverture de session, déploie un composant secondaire après l'infection initiale.",élevé,defense_evasion|privilege_escalation|command_and_control|persistence|exfiltration,désactivation antivirus|cheval de troie|trojan windows,%TEMP%\tmp.exe|update.dat|rundll32|loader.bin,CreateRemoteThread|WriteProcessMemory|WinExec,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\TrjSyncMtx,secure-cdn-delivery.net,process_injection|payload_download|scheduled_task|data_exfiltration,CreateRemoteThread|URLDownloadToFile|schtasks_create|http_post_exfil|WriteProcessMemory|%TEMP%\tmp.exe|update.dat|HKCU_Run_Key,trojan|windows|élevé|process_injection|payload_download|scheduled_task|data_exfiltration
161,trojan,windows,alerte_courte,DÉTECTION : menace qui déploie un service système malveillant au démarrage et réalise une injection mémoire dans un processus de confiance.,élevé,defense_evasion|privilege_escalation|persistence,désactivation antivirus|cheval de troie|trojan windows,update.dat|loader.bin|%TEMP%\tmp.exe,URLDownloadToFileW|WriteProcessMemory|WinExec|VirtualAllocEx,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\InjGuardMutex,,process_injection|security_tampering|windows_service,CreateRemoteThread|disable_av_string|service_install_string|URLDownloadToFileW|WriteProcessMemory|update.dat|loader.bin|HKCU_Run_Key,trojan|windows|élevé|process_injection|security_tampering|windows_service
162,trojan,windows,technique,"L'échantillon transmet les informations dérobées à l'attaquant, tente de neutraliser l'antivirus et le pare-feu, récupère un module additionnel via une connexion chiffrée, se réinscrit au démarrage par une clé du registre.",élevé,defense_evasion|command_and_control|persistence|exfiltration,trojan injection de processus|désactivation antivirus|trojan windows,%TEMP%\tmp.exe|svc_host|loader.bin|update.dat|rundll32,WinExec|CreateProcessW|WriteProcessMemory|VirtualAllocEx|URLDownloadToFileW,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Local\InjGuardMutex,static-asset-host.com,security_tampering|payload_download|registry_persistence|data_exfiltration,disable_av_string|URLDownloadToFile|HKCU_Run_Key|http_post_exfil|WinExec|CreateProcessW|%TEMP%\tmp.exe|svc_host,trojan|windows|élevé|security_tampering|payload_download|registry_persistence|data_exfiltration
163,trojan,android,alerte_courte,DÉTECTION : menace qui énumère les informations système et le domaine et abuse des privilèges d'administrateur de l'appareil pour persister.,élevé,defense_evasion|persistence|discovery,porte dérobée cachée|désactivation antivirus|trojan android mobile APK,svc_host|%TEMP%\tmp.exe|rundll32|loader.bin,Runtime.exec|DexClassLoader|PackageManager.setComponentEnabledSetting,,,,security_tampering|device_admin_abuse|system_discovery,disable_av_string|DeviceAdminReceiver|systeminfo_enum|Runtime.exec|DexClassLoader|svc_host|%TEMP%\tmp.exe,trojan|android|élevé|security_tampering|device_admin_abuse|system_discovery
164,trojan,linux,technique,"L'échantillon transmet les informations dérobées à l'attaquant, injecte son code dans un processus légitime du système, énumère les informations système et le domaine, déploie une unité systemd afin de persister au boot.",élevé,defense_evasion|privilege_escalation|persistence|exfiltration|discovery,désactivation antivirus|trojan injection de processus|trojan linux,svc_host|rundll32|%TEMP%\tmp.exe|update.dat|loader.bin,connect|dlopen|socket|execve|ptrace,,,license-activation-srv.net|cloud-sync-status.org,process_injection|systemd_service|data_exfiltration|system_discovery,ptrace_inject|systemd_unit_file|http_post_exfil|systeminfo_enum|connect|dlopen|svc_host|rundll32,trojan|linux|élevé|process_injection|systemd_service|data_exfiltration|system_discovery
