id,query_nl,query_style,language,malware_family,malware_type,mitre_technique,mitre_id,rule_name,yara_rule,label,difficulty,source_type
61,Create a detection rule that a trojan that modifies the windows registry for persistence at startup,formal,en,Generic Trojan,trojan,Registry Run Keys / Startup Folder,T1547.001,Detect_Registry_Persistence,"rule Detect_Registry_Persistence { meta: description=""Detects registry-based persistence mechanism"" strings: $reg1 = ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\Run"" $reg2 = ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\RunOnce"" $api = ""RegSetValueEx"" condition: ($reg1 or $reg2) and $api }",malicious,easy,synthetic_paraphrase
62,Je veux identifier un malware qui utilise powershell pour télécharger et exécuter du code,short_fr,fr,PowerShell Dropper,dropper,Command and Scripting Interpreter: PowerShell,T1059.001,Detect_PowerShell_Download_Exec,"rule Detect_PowerShell_Download_Exec { meta: description=""Detects PowerShell download cradle"" strings: $ps1 = ""powershell"" nocase $dl1 = ""DownloadString"" $dl2 = ""DownloadFile"" $iex = ""IEX"" $invoke = ""Invoke-Expression"" condition: $ps1 and ($dl1 or $dl2) and ($iex or $invoke) }",malicious,medium,synthetic_paraphrase
63,Write a YARA rule to a rootkit that hooks system calls to hide processes,formal,en,Generic Rootkit,rootkit,Hide Artifacts,T1564,Detect_Rootkit_SSDT_Hook,"rule Detect_Rootkit_SSDT_Hook { meta: description=""Detects rootkit via SSDT hook signatures"" strings: $ssdt = ""\\\\\\\\Device\\\\\\\\PhysicalMemory"" $zwq = ""ZwQuerySystemInformation"" $hook = { 90 90 90 E9 ?? ?? ?? ?? } $driver = ""\\\\.\\\\PhysicalDrive"" condition: ($ssdt and $zwq) or ($hook and $driver) }",malicious,hard,synthetic_paraphrase
64,Détecter les fichiers qui un simple virus qui copie des fichiers et se réplique sur le réseau,short_fr,fr,Network Worm,worm,Lateral Movement,T1021,Detect_Network_Worm_Replication,"rule Detect_Network_Worm_Replication { meta: description=""Detects worm replication via network shares"" strings: $copy = ""CopyFile"" $net1 = ""\\\\\\\\*\\\\*"" $net2 = ""net use"" $ipc = ""IPC$"" condition: $copy and ($net1 or $net2 or $ipc) }",malicious,medium,synthetic_paraphrase
65,Create a detection rule that spyware that takes screenshots and sends them to a remote server,formal,en,Spyware,spyware,Screen Capture,T1113,Detect_Screenshot_Spyware,"rule Detect_Screenshot_Spyware { meta: description=""Detects spyware capturing screenshots"" strings: $api1 = ""BitBlt"" $api2 = ""GetDesktopWindow"" $api3 = ""CreateCompatibleBitmap"" $send = ""send"" $ftp = ""ftp"" nocase condition: 2 of ($api1, $api2, $api3) and ($send or $ftp) }",malicious,medium,synthetic_paraphrase
66,Construire une règle pour trouver un malware de type rat qui ouvre un backdoor sur le port 4444,short_fr,fr,Generic RAT,rat,Remote Access Software,T1219,Detect_RAT_Backdoor_Port4444,"rule Detect_RAT_Backdoor_Port4444 { meta: description=""Detects RAT opening backdoor on port 4444"" strings: $port = { 11 5C } $bind = ""bind"" $listen = ""listen"" $shell = ""cmd.exe"" $nc = ""netcat"" nocase condition: ($bind and $listen) and ($shell or $nc) }",malicious,medium,synthetic_paraphrase
67,Build a rule to flag mirai botnet malware on iot devices,short_technical,en,Mirai,botnet,Exploitation of Remote Services,T1210,Detect_Mirai_Botnet,"rule Detect_Mirai_Botnet { meta: description=""Detects Mirai botnet IoT malware"" strings: $str1 = ""/bin/busybox"" $str2 = ""MIRAI"" $str3 = ""telnet"" $kill = ""kill"" $exec = ""/bin/sh"" condition: $str1 and ($str2 or ($str3 and $kill and $exec)) }",malicious,hard,synthetic_paraphrase
68,Créer une règle YARA pour un crypto-mineur qui utilise le cpu à fond pour miner du monero,short_fr,fr,XMRig Miner,cryptominer,Resource Hijacking,T1496,Detect_XMRig_Cryptominer,"rule Detect_XMRig_Cryptominer { meta: description=""Detects XMRig Monero CPU miner"" strings: $xmr1 = ""xmrig"" nocase $xmr2 = ""monero"" nocase $pool = ""pool.minexmr.com"" $wallet = ""donate.xmrig.com"" $cpu = ""--max-cpu-usage"" condition: any of them }",malicious,easy,synthetic_paraphrase
69,Create a detection rule that malware that uses dll side-loading to execute malicious code,short_technical,en,DLL Sideload,trojan,DLL Side-Loading,T1574.002,Detect_DLL_Sideloading,"rule Detect_DLL_Sideloading { meta: description=""Detects DLL side-loading technique"" strings: $legit1 = ""version.dll"" nocase $legit2 = ""wininet.dll"" nocase $load = ""LoadLibrary"" $pe_char = { 4D 5A } condition: $pe_char at 0 and $load and ($legit1 or $legit2) and filesize < 500KB }",malicious,hard,synthetic_paraphrase
70,Créer une règle YARA pour un cheval de troie bancaire qui intercepte les transactions en ligne,technical_fr,fr,Zeus,banker,Credentials from Web Browsers,T1555.003,Detect_Zeus_Banking_Trojan,"rule Detect_Zeus_Banking_Trojan { meta: description=""Detects Zeus banking trojan web inject"" strings: $inject1 = ""webinject"" nocase $inject2 = ""formgrab"" nocase $bank1 = ""paypal"" nocase $bank2 = ""bankofamerica"" nocase $hook = ""HttpSendRequest"" condition: ($inject1 or $inject2) and ($bank1 or $bank2) and $hook }",malicious,hard,synthetic_paraphrase
71,Detect samples that ransomware that drops a ransom note named readme.txt,technical,en,Generic Ransomware,ransomware,Data Encrypted for Impact,T1486,Detect_Ransom_Note_README,"rule Detect_Ransom_Note_README { meta: description=""Detects ransomware dropping README ransom note"" strings: $note1 = ""README.txt"" $note2 = ""YOUR FILES HAVE BEEN ENCRYPTED"" nocase $note3 = ""bitcoin"" nocase $note4 = ""BTC"" condition: $note1 and ($note2 or $note3 or $note4) }",malicious,easy,synthetic_paraphrase
72,يريد الكشف عن برنامج فدية يستخدم التشفير AES,short_ar,ar,AES Ransomware,ransomware,Data Encrypted for Impact,T1486,Detect_AES_Ransomware_Generic,"rule Detect_AES_Ransomware_Generic { meta: description=""Detects ransomware using AES encryption"" strings: $aes1 = ""AES"" $aes2 = ""CryptEncrypt"" $aes3 = { 52 69 6A 6E 64 61 65 6C } $ext = "".enc"" condition: ($aes1 or $aes3) and $aes2 and $ext }",malicious,medium,synthetic_paraphrase
73,Create a detection rule that malware communicating over dns tunneling to exfiltrate data,short_technical,en,DNS Tunneler,trojan,Exfiltration Over Alternative Protocol,T1048,Detect_DNS_Tunneling,"rule Detect_DNS_Tunneling { meta: description=""Detects DNS tunneling for data exfiltration"" strings: $dns1 = ""DnsQuery"" $dns2 = ""gethostbyname"" $long_subdomain = /[a-zA-Z0-9]{30,}\.[a-z]{2,6}/ $iodine = ""iodine"" nocase condition: ($dns1 or $dns2) and ($long_subdomain or $iodine) }",malicious,hard,synthetic_paraphrase
74,Détecter les fichiers qui un malware qui utilise des techniques anti-analyse pour éviter les sandbox,short_fr,fr,Anti-Sandbox,trojan,Virtualization/Sandbox Evasion,T1497,Detect_AntiSandbox_Evasion,"rule Detect_AntiSandbox_Evasion { meta: description=""Detects anti-sandbox evasion techniques"" strings: $sleep = ""Sleep"" $tick = ""GetTickCount"" $vm1 = ""VMware"" nocase $vm2 = ""VirtualBox"" nocase $debug = ""IsDebuggerPresent"" $mouse = ""GetCursorPos"" condition: ($vm1 or $vm2 or $debug) and ($sleep or $tick or $mouse) }",malicious,hard,synthetic_paraphrase
75,Find files that quick rule to catch exe that deletes shadow copies to prevent recovery,technical,en,Shadow Deleter,ransomware,Inhibit System Recovery,T1490,Detect_ShadowCopy_Deletion,"rule Detect_ShadowCopy_Deletion { meta: description=""Detects shadow copy deletion to prevent recovery"" strings: $vss1 = ""vssadmin delete shadows"" nocase $vss2 = ""wmic shadowcopy delete"" nocase $vss3 = ""bcdedit /set {default} recoveryenabled no"" nocase condition: any of them }",malicious,medium,synthetic_paraphrase
76,Construire une règle pour trouver un spyware mobile qui accède aux contacts et sms,short_fr,fr,Mobile Spyware,spyware,Data from Local System,T1005,Detect_Mobile_Spyware_Contacts,"rule Detect_Mobile_Spyware_Contacts { meta: description=""Detects Android spyware accessing contacts/SMS"" strings: $perm1 = ""READ_CONTACTS"" $perm2 = ""READ_SMS"" $perm3 = ""ACCESS_FINE_LOCATION"" $upload = ""uploadData"" $srv = ""BackgroundService"" condition: 3 of ($perm1, $perm2, $perm3) and ($upload or $srv) }",malicious,medium,synthetic_paraphrase
77,Write a YARA rule to file that uses mimikatz to dump windows credentials from lsass,short_technical,en,Mimikatz,credential_stealer,OS Credential Dumping: LSASS Memory,T1003.001,Detect_Mimikatz_Credential_Dump,"rule Detect_Mimikatz_Credential_Dump { meta: description=""Detects Mimikatz credential dumping tool"" strings: $mimi1 = ""mimikatz"" nocase $mimi2 = ""sekurlsa"" nocase $lsass = ""lsass"" nocase $priv = ""privilege::debug"" nocase $pass = ""sekurlsa::logonpasswords"" nocase condition: any of them }",malicious,medium,synthetic_paraphrase
78,Write a YARA rule to yara rule to detect agent tesla infostealer exfiltrating via smtp,formal,en,Agent Tesla,infostealer,Exfiltration Over Alternative Protocol,T1048.002,Detect_AgentTesla_SMTP_Exfil,"rule Detect_AgentTesla_SMTP_Exfil { meta: description=""Detects Agent Tesla infostealer SMTP exfiltration"" strings: $tesla1 = ""AgentTesla"" nocase $smtp1 = ""smtp.gmail.com"" $smtp2 = ""MAIL FROM:"" $key = ""GetAsyncKeyState"" $clip = ""GetClipboardData"" condition: ($tesla1 or ($smtp1 and $smtp2)) and ($key or $clip) }",malicious,hard,synthetic_paraphrase
79,Générer une signature pour un malware qui modifie le fichier hosts pour rediriger le trafic,short_fr,fr,Hosts Modifier,trojan,Boot or Logon Autostart Execution,T1547,Detect_Hosts_File_Modification,"rule Detect_Hosts_File_Modification { meta: description=""Detects malware modifying Windows hosts file"" strings: $hosts = ""C:\\\\Windows\\\\System32\\\\drivers\\\\etc\\\\hosts"" $write = ""WriteFile"" $redirect1 = ""127.0.0.1"" $redirect2 = ""0.0.0.0"" condition: $hosts and $write and ($redirect1 or $redirect2) }",malicious,medium,synthetic_paraphrase
80,Create a detection rule that i need to detect a wiper malware that overwrites mbr to destroy the system,short_informal,en,MBR Wiper,wiper,Disk Wipe,T1561,Detect_MBR_Wiper,"rule Detect_MBR_Wiper { meta: description=""Detects MBR wiper malware"" strings: $mbr = ""\\\\.\\\\PhysicalDrive0"" $write = ""WriteFile"" $zeros = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 } $wipe = ""DeviceIoControl"" condition: $mbr and ($write or $wipe) and $zeros }",malicious,hard,synthetic_paraphrase
81,Écrire une règle qui détecte cobalt strike beacon utilisé par des attaquants apt,short_fr,fr,Cobalt Strike,apt_tool,Command and Control,T1071,Detect_CobaltStrike_Beacon,"rule Detect_CobaltStrike_Beacon { meta: description=""Detects Cobalt Strike beacon artifact"" strings: $pipe = ""\\\\.\\\\pipe\\\\msagent_"" $cs1 = ""beacon"" nocase $cs2 = ""cobaltstrike"" nocase $sleep = { 48 83 EC 20 B8 01 00 00 00 } $config = { 69 68 69 68 69 6B } condition: ($pipe or $cs2 or $cs1) and ($sleep or $config) }",malicious,hard,synthetic_paraphrase
82,Find files that dropper that extracts and runs an embedded executable from its resources,formal,en,Resource Dropper,dropper,Obfuscated Files or Information,T1027.009,Detect_Resource_Dropper,"rule Detect_Resource_Dropper { meta: description=""Detects dropper extracting PE from resources"" strings: $res1 = ""FindResource"" $res2 = ""LoadResource"" $res3 = ""LockResource"" $write = ""WriteFile"" $exec = ""CreateProcess"" condition: pe.is_pe and 3 of ($res1, $res2, $res3) and $write and $exec }",malicious,hard,synthetic_paraphrase
83,I need to identify a fileless malware that runs entirely in memory using reflective dll injection,formal,en,Fileless Malware,apt_tool,Process Injection: Reflective DLL Injection,T1055.001,Detect_Reflective_DLL_Injection,"rule Detect_Reflective_DLL_Injection { meta: description=""Detects reflective DLL injection technique"" strings: $reflect1 = ""ReflectiveLoader"" $reflect2 = { 52 65 66 6C 65 63 74 69 76 65 4C 6F 61 64 65 72 } $valloc = ""VirtualAlloc"" $nocrt = { 55 8B EC 83 EC } condition: ($reflect1 or $reflect2) and $valloc }",malicious,hard,synthetic_paraphrase
84,I need to identify ransomware that creates a mutex to avoid double infection,short_technical,en,Mutex Ransomware,ransomware,Data Encrypted for Impact,T1486,Detect_Ransomware_Mutex,"rule Detect_Ransomware_Mutex { meta: description=""Detects ransomware using mutex for single instance"" strings: $mutex1 = ""CreateMutex"" $mutex2 = ""Global\\\\"" $encrypt = ""CryptEncrypt"" $note = ""README"" condition: $mutex1 and $mutex2 and ($encrypt or $note) }",malicious,medium,synthetic_paraphrase
85,Construire une règle pour trouver un malware qui effectue un scan de ports sur le réseau local,short_fr,fr,Port Scanner,trojan,Network Service Discovery,T1046,Detect_Port_Scanner_Malware,"rule Detect_Port_Scanner_Malware { meta: description=""Detects port scanning malware behavior"" strings: $sock = ""socket"" $connect = ""connect"" $range = /192\.168\.[0-9]{1,3}\.[0-9]{1,3}/ $scan = ""portscan"" nocase condition: $sock and $connect and ($range or $scan) }",malicious,medium,synthetic_paraphrase
86,Find files that rule for detecting a macro-enabled word document that downloads a payload,formal,en,Maldoc Macro,maldoc,Phishing: Spearphishing Attachment,T1566.001,Detect_Maldoc_Macro_Download,"rule Detect_Maldoc_Macro_Download { meta: description=""Detects malicious macro Word document downloading payload"" strings: $auto = ""AutoOpen"" $shell = ""Shell"" $wscript = ""WScript.Shell"" $dl = ""DownloadFile"" $url = /https?:\/\/[a-zA-Z0-9.\/]{10,}/ condition: ($auto or $wscript) and ($shell or $dl) and $url }",malicious,medium,synthetic_paraphrase
87,Je veux identifier un malware qui vole des mots de passe sauvegardés dans chrome,short_fr,fr,Chrome Stealer,infostealer,Credentials from Web Browsers,T1555.003,Detect_Chrome_Password_Stealer,"rule Detect_Chrome_Password_Stealer { meta: description=""Detects Chrome saved password stealer"" strings: $path1 = ""\\\\Google\\\\Chrome\\\\User Data"" $path2 = ""Login Data"" $api = ""CryptUnprotectData"" $sqlite = ""SELECT * FROM logins"" condition: ($path1 or $path2) and ($api or $sqlite) }",malicious,medium,synthetic_paraphrase
88,Create a detection rule that a macro excel file that runs powershell command on open,technical,en,Excel Macro,maldoc,Phishing,T1566,Detect_Excel_Macro_PowerShell,"rule Detect_Excel_Macro_PowerShell { meta: description=""Detects malicious Excel macro launching PowerShell"" strings: $workbook = ""Workbook_Open"" $ps = ""powershell"" nocase $enc = ""-encodedcommand"" nocase $bypass = ""-executionpolicy bypass"" nocase condition: $workbook and $ps and ($enc or $bypass) }",malicious,medium,synthetic_paraphrase
89,Créer une règle YARA pour un logiciel espion qui active la caméra et le microphone à distance,technical_fr,fr,Camfecting Spyware,spyware,Audio Capture,T1123,Detect_Camfecting_Spyware,"rule Detect_Camfecting_Spyware { meta: description=""Detects spyware activating camera and microphone"" strings: $cam1 = ""capCreateCaptureWindow"" $cam2 = ""VideoCapture"" $mic1 = ""waveInOpen"" $mic2 = ""AudioRecord"" $send = ""send"" condition: ($cam1 or $cam2) and ($mic1 or $mic2) and $send }",malicious,hard,synthetic_paraphrase
90,I need to identify network worm spreading via eternalblue smb exploit like wannacry,formal,en,EternalBlue Worm,worm,Exploit Public-Facing Application,T1190,Detect_EternalBlue_SMB_Exploit,"rule Detect_EternalBlue_SMB_Exploit { meta: description=""Detects EternalBlue SMB exploitation attempt"" strings: $eb1 = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 } $smb = ""SMB"" $pipe = ""\\\\IPC$"" $exploit = { FC E8 82 00 00 00 60 89 E5 } condition: $smb and $pipe and ($eb1 or $exploit) }",malicious,hard,synthetic_paraphrase
91,Détecter les fichiers qui un malware qui utilise tor pour anonymiser ses communications c2,short_fr,fr,Tor C2 Malware,trojan,Proxy: Multi-hop Proxy,T1090.003,Detect_Tor_C2_Communication,"rule Detect_Tor_C2_Communication { meta: description=""Detects malware using Tor for C2 anonymization"" strings: $tor1 = "".onion"" $tor2 = ""127.0.0.1:9050"" $tor3 = ""tor"" nocase $socks = ""SOCKS5"" condition: ($tor1 or $tor2) and ($tor3 or $socks) }",malicious,hard,synthetic_paraphrase
92,"Detect a ransomware that encrypts files and uses the string CryptEncrypt (PE executable only, filesize < 2MB)",technical,en,WannaCry,ransomware,Data Encrypted for Impact,T1486,Detect_WannaCry_CryptEncrypt,"rule Detect_WannaCry_CryptEncrypt { meta: description=""Detects WannaCry ransomware via CryptEncrypt API"" author=""Manual"" date=""2026-01-10"" strings: $api = ""CryptEncrypt"" $ext = "".WNCRY"" $msg = ""WannaCry"" condition:
        pe.is_pe and filesize < 2MB and $api and ($ext or $msg) }",malicious,medium,synthetic_difficulty_upgrade
93,"Détecter un ransomware qui renomme les fichiers avec l'extension .locked (PE executable only, filesize < 2MB)",technical,fr,LockBit,ransomware,Data Encrypted for Impact,T1486,Detect_LockBit_Extension,"rule Detect_LockBit_Extension { meta: description=""Detects LockBit via .locked extension"" author=""Manual"" date=""2026-01-10"" strings: $ext1 = "".locked"" fullword $ext2 = "".lockbit"" fullword $note = ""LockBit_Readme.txt"" condition:
        pe.is_pe and filesize < 2MB and any of them }",malicious,medium,synthetic_difficulty_upgrade
94,"Je veux détecter un virus qui se propage via clé USB et crée des fichiers autorun (PE executable only, filesize < 2MB)",technical,fr,USB Worm,worm,Replication Through Removable Media,T1091,Detect_USB_Worm_Autorun,"rule Detect_USB_Worm_Autorun { meta: description=""Detects USB worm using autorun.inf"" strings: $autorun = ""autorun.inf"" nocase $open = ""open="" $shell = ""shell\\open\\command"" condition:
        pe.is_pe and filesize < 2MB and $autorun and ($open or $shell) }",malicious,medium,synthetic_difficulty_upgrade
95,"detect a trojan that modifies the Windows registry for persistence at startup (PE executable only, filesize < 2MB)",technical,en,Generic Trojan,trojan,Registry Run Keys / Startup Folder,T1547.001,Detect_Registry_Persistence,"rule Detect_Registry_Persistence { meta: description=""Detects registry-based persistence mechanism"" strings: $reg1 = ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\Run"" $reg2 = ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\RunOnce"" $api = ""RegSetValueEx"" condition:
        pe.is_pe and filesize < 2MB and ($reg1 or $reg2) and $api }",malicious,medium,synthetic_difficulty_upgrade
96,"détecter un crypto-mineur qui utilise le CPU à fond pour miner du Monero (PE executable only, filesize < 2MB)",technical,fr,XMRig Miner,cryptominer,Resource Hijacking,T1496,Detect_XMRig_Cryptominer,"rule Detect_XMRig_Cryptominer { meta: description=""Detects XMRig Monero CPU miner"" strings: $xmr1 = ""xmrig"" nocase $xmr2 = ""monero"" nocase $pool = ""pool.minexmr.com"" $wallet = ""donate.xmrig.com"" $cpu = ""--max-cpu-usage"" condition:
        pe.is_pe and filesize < 2MB and any of them }",malicious,medium,synthetic_difficulty_upgrade
97,"Detect ransomware that drops a ransom note named README.txt (PE executable only, filesize < 2MB)",technical,en,Generic Ransomware,ransomware,Data Encrypted for Impact,T1486,Detect_Ransom_Note_README,"rule Detect_Ransom_Note_README { meta: description=""Detects ransomware dropping README ransom note"" strings: $note1 = ""README.txt"" $note2 = ""YOUR FILES HAVE BEEN ENCRYPTED"" nocase $note3 = ""bitcoin"" nocase $note4 = ""BTC"" condition:
        pe.is_pe and filesize < 2MB and $note1 and ($note2 or $note3 or $note4) }",malicious,medium,synthetic_difficulty_upgrade
98,Détecter un ransomware qui chiffre les fichiers,formal_fr,fr,Generic Ransomware,ransomware,Data Encrypted for Impact,T1486,Detect_Ransom_Note_README,"rule Detect_Ransom_Note_README { meta: description=""Detects ransomware dropping README ransom note"" strings: $note1 = ""README.txt"" $note2 = ""YOUR FILES HAVE BEEN ENCRYPTED"" nocase $note3 = ""bitcoin"" nocase $note4 = ""BTC"" condition: $note1 and ($note2 or $note3 or $note4) }",malicious,easy,synthetic_translation
99,Rilevare un trojan che modifica il registro di Windows per la persistenza,technical_it,it,Generic Trojan,trojan,Registry Run Keys / Startup Folder,T1547.001,Detect_Registry_Persistence,"rule Detect_Registry_Persistence { meta: description=""Detects registry-based persistence mechanism"" strings: $reg1 = ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\Run"" $reg2 = ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\RunOnce"" $api = ""RegSetValueEx"" condition: ($reg1 or $reg2) and $api }",malicious,easy,synthetic_translation
100,اكتشاف برامج تجسس تلتقط لقطات الشاشة وترسلها إلى خادم بعيد,technical_ar,ar,Spyware,spyware,Screen Capture,T1113,Detect_Screenshot_Spyware,"rule Detect_Screenshot_Spyware { meta: description=""Detects spyware capturing screenshots"" strings: $api1 = ""BitBlt"" $api2 = ""GetDesktopWindow"" $api3 = ""CreateCompatibleBitmap"" $send = ""send"" $ftp = ""ftp"" nocase condition: 2 of ($api1, $api2, $api3) and ($send or $ftp) }",malicious,medium,synthetic_translation
101,Règle YARA pour détecter le botnet Mirai sur des appareils IoT,technical_fr,fr,Mirai,botnet,Exploitation of Remote Services,T1210,Detect_Mirai_Botnet,"rule Detect_Mirai_Botnet { meta: description=""Detects Mirai botnet IoT malware"" strings: $str1 = ""/bin/busybox"" $str2 = ""MIRAI"" $str3 = ""telnet"" $kill = ""kill"" $exec = ""/bin/sh"" condition: $str1 and ($str2 or ($str3 and $kill and $exec)) }",malicious,hard,synthetic_translation
102,تحديد ملف يستخدم Mimikatz لاستخراج بيانات الاعتماد من LSASS,technical_ar,ar,Mimikatz,credential_stealer,OS Credential Dumping: LSASS Memory,T1003.001,Detect_Mimikatz_Credential_Dump,"rule Detect_Mimikatz_Credential_Dump { meta: description=""Detects Mimikatz credential dumping tool"" strings: $mimi1 = ""mimikatz"" nocase $mimi2 = ""sekurlsa"" nocase $lsass = ""lsass"" nocase $priv = ""privilege::debug"" nocase $pass = ""sekurlsa::logonpasswords"" nocase condition: any of them }",malicious,medium,synthetic_translation
103,Normal ZIP archive containing only documents,technical,en,benign,benign,N/A,N/A,Benign_Clean_ZIP,"rule Benign_Clean_ZIP { meta: description=""Clean ZIP archive"" strings: $zip = { 50 4B 03 04 } $no_exe = "".exe"" $no_dll = "".dll"" condition: $zip at 0 and not $no_exe and not $no_dll }",benign,easy,synthetic_benign
104,Fichier log système Windows standard sans activité malveillante,formal_fr,fr,benign,benign,N/A,N/A,Benign_Windows_Log,"rule Benign_Windows_Log { meta: description=""Identifies benign Windows event log"" strings: $evtx = { 45 6C 66 46 69 6C 65 00 } $ms = ""Microsoft-Windows"" condition: $evtx at 0 and $ms }",benign,easy,synthetic_benign
105,Legitimate Python pip package installer script,technical,en,benign,benign,N/A,N/A,Benign_Pip_Installer,"rule Benign_Pip_Installer { meta: description=""Identifies legitimate pip installer"" strings: $pip = ""pip install"" $setup = ""setup.py"" $pypi = ""pypi.org"" condition: ($pip or $setup) and $pypi and not ""exec("" }",benign,easy,synthetic_benign
106,Fichier de configuration Nginx sans instructions suspectes,technical_fr,fr,benign,benign,N/A,N/A,Benign_Nginx_Config,"rule Benign_Nginx_Config { meta: description=""Identifies clean Nginx config"" strings: $nginx = ""nginx"" $server = ""server {"" $no_lua = ""lua_code"" condition: $nginx and $server and not $no_lua }",benign,easy,synthetic_benign
107,Normal HTML webpage with no embedded scripts or iframes,technical,en,benign,benign,N/A,N/A,Benign_Clean_HTML,"rule Benign_Clean_HTML { meta: description=""Identifies benign HTML page"" strings: $html = ""<!DOCTYPE html"" $no_js = ""<script"" $no_iframe = ""<iframe"" $no_eval = ""eval("" condition: $html and not $no_js and not $no_iframe and not $no_eval }",benign,easy,synthetic_benign
108,Certificate file PEM or CRT format for HTTPS,short_technical,en,benign,benign,N/A,N/A,Benign_SSL_Certificate,"rule Benign_SSL_Certificate { meta: description=""Identifies SSL/TLS certificate file"" strings: $pem = ""-----BEGIN CERTIFICATE-----"" $end = ""-----END CERTIFICATE-----"" condition: $pem and $end and filesize < 10KB }",benign,easy,synthetic_benign
109,Fichier CSV contenant des données tabulaires sans code exécutable,informal_fr,fr,benign,benign,N/A,N/A,Benign_CSV_Data_File,"rule Benign_CSV_Data_File { meta: description=""Identifies benign CSV data file"" strings: $no_pe = { 4D 5A } $no_php = ""<?php"" $no_ps = ""powershell"" condition: not $no_pe at 0 and not $no_php and not $no_ps and filesize < 50MB }",benign,easy,synthetic_benign
110,Standard Windows batch file for system backup,technical,en,benign,benign,N/A,N/A,Benign_Backup_Batch,"rule Benign_Backup_Batch { meta: description=""Identifies benign backup batch script"" strings: $xcopy = ""xcopy"" $backup = ""backup"" $no_del = ""del /f /s"" $no_reg = ""reg delete"" condition: ($xcopy and $backup) and not $no_del and not $no_reg }",benign,easy,synthetic_benign
111,Fichier audio MP3 standard sans données cachées,informal_fr,fr,benign,benign,N/A,N/A,Benign_Clean_MP3,"rule Benign_Clean_MP3 { meta: description=""Identifies clean MP3 audio file"" strings: $id3 = { 49 44 33 } $mp3 = { FF FB } $no_pe = { 4D 5A } condition: ($id3 at 0 or $mp3 at 0) and not $no_pe }",benign,easy,synthetic_benign
112,Legitimate Docker container configuration file,technical,en,benign,benign,N/A,N/A,Benign_Dockerfile,"rule Benign_Dockerfile { meta: description=""Identifies benign Dockerfile"" strings: $from = ""FROM "" $run = ""RUN "" $no_nc = ""netcat"" $no_rev = ""bash -i"" condition: $from and $run and not $no_nc and not $no_rev }",benign,easy,synthetic_benign
