"id","query_nl","query_style","language","malware_family","malware_type","mitre_technique","mitre_id","rule_name","yara_rule","label","difficulty","source_type"
"31","detect malware communicating over DNS tunneling to exfiltrate data","technical","en","DNS Tunneler","trojan","Exfiltration Over Alternative Protocol","T1048","Detect_DNS_Tunneling_Exfil","rule Detect_DNS_Tunneling_Exfil : trojan exfiltration dns
{
    meta:
        description = ""Detects DNS tunneling used to exfiltrate data over DNS queries""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1048/""

    strings:
        // DNS query API calls
        $dns1 = ""DnsQuery""      wide ascii
        $dns2 = ""gethostbyname"" wide ascii
        $dns3 = ""DnsQueryEx""    wide ascii

        // Long subdomain pattern used for tunneling (data encoded in subdomain)
        $long_sub = /[a-zA-Z0-9]{30,}\.[a-z]{2,6}/

        // Known DNS tunnel tool names
        $iodine = ""iodine""   nocase wide ascii
        $dnsx   = ""dnscat""   nocase wide ascii
        $tool3  = ""dns2tcp""  nocase wide ascii

    condition:
        filesize < 10MB and
        ($dns1 or $dns2 or $dns3) and
        ($long_sub or $iodine or $dnsx or $tool3)
}","malicious","hard","manual"
"32","Détecter un malware avec des techniques anti-sandbox pour éviter l'analyse","technical_fr","fr","Anti-Sandbox","trojan","Virtualization/Sandbox Evasion","T1497","Detect_AntiSandbox_Evasion","rule Detect_AntiSandbox_Evasion : trojan evasion anti_analysis
{
    meta:
        description = ""Detects anti-sandbox and anti-VM evasion techniques""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1497/""

    strings:
        // Virtual machine detection strings
        $vm1   = ""VMware""       nocase wide ascii
        $vm2   = ""VirtualBox""   nocase wide ascii
        $vm3   = ""QEMU""         nocase wide ascii
        $vm4   = ""Sandboxie""    nocase wide ascii

        // Anti-debug API
        $dbg1  = ""IsDebuggerPresent""         wide ascii
        $dbg2  = ""CheckRemoteDebuggerPresent"" wide ascii

        // Time-based evasion
        $sleep = ""Sleep""          wide ascii
        $tick  = ""GetTickCount""   wide ascii

        // Mouse activity check (sandbox has no mouse)
        $mouse = ""GetCursorPos""   wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($vm1 or $vm2 or $vm3 or $vm4 or $dbg1 or $dbg2) and
        ($sleep or $tick or $mouse)
}","malicious","hard","manual"
"33","detect MBR wiper malware that overwrites Master Boot Record to destroy system","technical","en","MBR Wiper","wiper","Disk Wipe","T1561.002","Detect_MBR_Wiper_Malware","rule Detect_MBR_Wiper_Malware : wiper destructive mbr
{
    meta:
        description = ""Detects MBR wiper malware overwriting Master Boot Record""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1561/002/""

    strings:
        // Raw disk access via device path
        $disk   = ""\\.\PhysicalDrive0"" wide ascii

        // Write API to overwrite MBR
        $write  = ""WriteFile""           wide ascii

        // Device control for low-level disk operations
        $ioctl  = ""DeviceIoControl""     wide ascii

        // Zero-fill pattern (512 bytes overwrite signature)
        $zeros  = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
                    00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 }

        // Known wiper marker strings
        $wiper1 = ""Shamoon""  nocase
        $wiper2 = ""Destover"" nocase

    condition:
        pe.is_pe and
        filesize < 5MB and
        $disk and
        ($write or $ioctl) and
        ($zeros or $wiper1 or $wiper2)
}","malicious","hard","manual"
"34","Détecter un malware qui modifie le fichier hosts pour rediriger le trafic","informal_fr","fr","Hosts Modifier","trojan","Boot or Logon Autostart Execution","T1547","Detect_Hosts_File_Modification","rule Detect_Hosts_File_Modification : trojan redirect dns_hijack
{
    meta:
        description = ""Detects malware modifying Windows hosts file to redirect traffic""
        author      = ""Student Dataset""
        date        = ""2026-01-21""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1547/""

    strings:
        // Windows hosts file path
        $hosts1 = ""C:\Windows\System32\drivers\etc\hosts"" wide ascii
        $hosts2 = ""\drivers\etc\hosts""                      wide ascii

        // File write API
        $write  = ""WriteFile"" wide ascii

        // Redirect to loopback or null
        $redir1 = ""127.0.0.1"" wide ascii
        $redir2 = ""0.0.0.0""   wide ascii

        // Example bank domain redirection
        $bank   = ""paypal.com""    nocase wide ascii

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($hosts1 or $hosts2) and
        $write and
        ($redir1 or $redir2)
}","malicious","medium","manual"
"35","detect dropper that extracts and runs embedded executable from its resources","technical","en","Resource Dropper","dropper","Obfuscated Files or Information","T1027.009","Detect_Resource_Dropper_PE","rule Detect_Resource_Dropper_PE : dropper embedded_payload
{
    meta:
        description = ""Detects dropper extracting and executing embedded PE from resources""
        author      = ""Student Dataset""
        date        = ""2026-01-21""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1027/009/""

    strings:
        // Resource access API chain
        $res1 = ""FindResource""    wide ascii
        $res2 = ""LoadResource""    wide ascii
        $res3 = ""LockResource""    wide ascii
        $res4 = ""SizeofResource""  wide ascii

        // Write extracted payload to disk
        $write  = ""WriteFile""     wide ascii

        // Execute dropped file
        $exec1  = ""CreateProcess"" wide ascii
        $exec2  = ""ShellExecute""  wide ascii

    condition:
        pe.is_pe and
        filesize < 20MB and
        3 of ($res1, $res2, $res3, $res4) and
        $write and
        ($exec1 or $exec2)
}","malicious","hard","manual"
"36","Détecter un macro Word malveillant qui télécharge un payload via PowerShell","technical_fr","fr","Maldoc Word","maldoc","Phishing: Spearphishing Attachment","T1566.001","Detect_Maldoc_Word_Macro_Dropper","rule Detect_Maldoc_Word_Macro_Dropper : maldoc phishing macro
{
    meta:
        description = ""Detects malicious Word document with macro that downloads payload""
        author      = ""Student Dataset""
        date        = ""2026-01-21""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1566/001/""

    strings:
        // VBA macro auto-execution triggers
        $auto1  = ""AutoOpen""        wide ascii
        $auto2  = ""Document_Open""   wide ascii

        // Shell execution in macro
        $shell1 = ""Shell""           wide ascii
        $shell2 = ""WScript.Shell""   wide ascii

        // PowerShell download cradle inside macro
        $ps     = ""powershell""      nocase wide ascii
        $dl     = ""DownloadFile""    wide ascii

        // URL pattern in document
        $url    = /https?:\/\/[a-zA-Z0-9.\/-]{10,}/

    condition:
        filesize < 10MB and
        ($auto1 or $auto2) and
        ($shell1 or $shell2) and
        $ps and
        ($dl or $url)
}","malicious","medium","manual"
"37","detect fileless malware using reflective DLL injection running only in memory","technical","en","Fileless Malware","apt_tool","Process Injection: Reflective DLL","T1055.001","Detect_Reflective_DLL_Injection","rule Detect_Reflective_DLL_Injection : apt_tool fileless injection
{
    meta:
        description = ""Detects reflective DLL injection technique for fileless execution""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1055/001/""

    strings:
        // Reflective loader export name
        $reflect1 = ""ReflectiveLoader"" wide ascii

        // Reflective loader in hex
        $reflect2 = { 52 65 66 6C 65 63 74 69 76 65 4C 6F 61 64 65 72 }

        // Memory allocation for in-memory payload
        $valloc   = ""VirtualAlloc""     wide ascii
        $valloc2  = ""VirtualAllocEx""   wide ascii

        // No-file write (used with in-memory execution)
        $nof      = ""NtCreateSection""  wide ascii

        // Function pointer call pattern (shellcode stub)
        $stub     = { 55 8B EC 83 EC ?? 53 56 57 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($reflect1 or $reflect2) and
        ($valloc or $valloc2 or $nof)
}","malicious","hard","manual"
"38","Détecter un malware qui utilise Tor pour anonymiser ses communications C2","technical_fr","fr","Tor C2","trojan","Proxy: Multi-hop Proxy","T1090.003","Detect_Tor_C2_Communication","rule Detect_Tor_C2_Communication : trojan tor proxy anonymization
{
    meta:
        description = ""Detects malware routing C2 traffic through Tor network""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1090/003/""

    strings:
        // Tor hidden service domain
        $onion   = "".onion""          wide ascii

        // Tor SOCKS proxy default address
        $socks   = ""127.0.0.1:9050"" wide ascii

        // Tor reference strings
        $tor1    = ""tor""             nocase wide ascii

        // SOCKS5 protocol marker
        $socks5  = ""SOCKS5""          wide ascii

        // Tor browser/binary references
        $tb      = ""tor.exe""         nocase wide ascii

    condition:
        filesize < 20MB and
        ($onion or $socks) and
        ($tor1 or $socks5 or $tb)
}","malicious","hard","manual"
"39","detect macro Excel file that launches PowerShell when workbook opens","technical","en","Excel Macro","maldoc","Phishing","T1566","Detect_Excel_Macro_PowerShell","rule Detect_Excel_Macro_PowerShell : maldoc excel macro powershell
{
    meta:
        description = ""Detects malicious Excel macro launching PowerShell on workbook open""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1566/""

    strings:
        // Excel macro auto-open trigger
        $wb_open  = ""Workbook_Open""        wide ascii
        $auto     = ""Auto_Open""            wide ascii

        // PowerShell invocation
        $ps       = ""powershell""           nocase wide ascii

        // Obfuscated PS flags
        $enc      = ""-encodedcommand""      nocase wide ascii
        $bypass   = ""-executionpolicy bypass"" nocase wide ascii
        $nop      = ""-noprofile""           nocase wide ascii

        // Download method
        $dl       = ""DownloadString""       wide ascii

    condition:
        filesize < 5MB and
        ($wb_open or $auto) and
        $ps and
        ($enc or $bypass or $nop or $dl)
}","malicious","medium","manual"
"40","Détecter un spyware qui active la webcam et le microphone à distance","formal_fr","fr","Camfecting Spyware","spyware","Audio Capture","T1123","Detect_Camfecting_Spyware","rule Detect_Camfecting_Spyware : spyware surveillance camera microphone
{
    meta:
        description = ""Detects spyware silently activating camera and microphone""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1123/""

    strings:
        // Camera capture Windows API
        $cam1   = ""capCreateCaptureWindow"" wide ascii
        $cam2   = ""VideoCapture""           wide ascii
        $cam3   = ""ICaptureGraphBuilder""   wide ascii

        // Microphone/audio record API
        $mic1   = ""waveInOpen""   wide ascii
        $mic2   = ""AudioRecord""  wide ascii
        $mic3   = ""mciSendString"" wide ascii

        // Send captured data to remote server
        $send   = ""send""         wide ascii
        $upload = ""HttpSendRequest"" wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($cam1 or $cam2 or $cam3) and
        ($mic1 or $mic2 or $mic3) and
        ($send or $upload)
}","malicious","hard","manual"
"41","detect Chrome password stealer accessing saved credentials SQLite database","technical","en","Chrome Stealer","infostealer","Credentials from Web Browsers","T1555.003","Detect_Chrome_Password_Stealer","rule Detect_Chrome_Password_Stealer : infostealer credential chrome
{
    meta:
        description = ""Detects infostealer accessing Chrome saved passwords via SQLite""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1555/003/""

    strings:
        // Chrome user data path
        $path1  = ""Google\Chrome\User Data""   wide ascii
        $path2  = ""Login Data""                  wide ascii

        // Windows DPAPI decryption (Chrome uses this to protect passwords)
        $dpapi  = ""CryptUnprotectData""          wide ascii

        // SQLite query to extract credentials
        $sql    = ""SELECT * FROM logins""        wide ascii
        $sql2   = ""origin_url""                  wide ascii

        // Encryption key file
        $key    = ""Local State""                 wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($path1 or $path2) and
        ($dpapi or $sql or $sql2) and
        $key
}","malicious","medium","manual"
"42","Détecter un ransomware qui crée un mutex pour éviter une double infection","technical_fr","fr","Mutex Ransomware","ransomware","Data Encrypted for Impact","T1486","Detect_Ransomware_Mutex_Singleton","rule Detect_Ransomware_Mutex_Singleton : ransomware mutex
{
    meta:
        description = ""Detects ransomware using mutex to ensure single instance execution""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Mutex creation API
        $mutex_api = ""CreateMutexA""  wide ascii
        $mutex_api2= ""CreateMutexW""  wide ascii

        // Global namespace mutex prefix
        $global    = ""Global\""      wide ascii

        // Encryption API confirmation
        $encrypt   = ""CryptEncrypt""  wide ascii

        // Ransom note dropped after encryption
        $note1     = ""README""        wide ascii
        $note2     = ""HOW_TO_DECRYPT"" nocase wide ascii

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($mutex_api or $mutex_api2) and
        $global and
        ($encrypt or $note1 or $note2)
}","malicious","medium","manual"
"43","detect port scanner malware performing network reconnaissance on LAN","technical","en","Port Scanner","trojan","Network Service Discovery","T1046","Detect_Port_Scanner_Recon","rule Detect_Port_Scanner_Recon : trojan reconnaissance port_scan
{
    meta:
        description = ""Detects malicious port scanner performing LAN network reconnaissance""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1046/""

    strings:
        // Socket creation for port scanning
        $sock    = ""socket""   wide ascii
        $connect = ""connect""  wide ascii

        // LAN IP range pattern
        $lan1    = /192\.168\.[0-9]{1,3}\.[0-9]{1,3}/
        $lan2    = /10\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}/

        // Known scanner tool names
        $scan1   = ""portscan""  nocase wide ascii
        $scan2   = ""nmap""      nocase wide ascii
        $scan3   = ""masscan""   nocase wide ascii

        // Port range iteration pattern
        $port_loop = { 66 83 ?? 01 66 3D ?? ?? }

    condition:
        pe.is_pe and
        filesize < 10MB and
        $sock and $connect and
        ($lan1 or $lan2 or $scan1 or $scan2 or $scan3 or $port_loop)
}","malicious","medium","manual"
"44","Détecter un exploit EternalBlue qui attaque SMB pour se propager comme WannaCry","technical_fr","fr","EternalBlue","worm","Exploit Public-Facing Application","T1190","Detect_EternalBlue_SMB_Exploit","rule Detect_EternalBlue_SMB_Exploit : worm exploit smb eternalblue
{
    meta:
        description = ""Detects EternalBlue SMB exploit used by WannaCry and NotPetya""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1190/""

    strings:
        // SMB protocol marker
        $smb    = ""SMB""           wide ascii

        // Named pipe for admin access
        $pipe   = ""\IPC$""        wide ascii

        // EternalBlue shellcode exploit header
        $eb_hex = { FC E8 82 00 00 00 60 89 E5 31 C0 64 8B 50 30 }

        // MS17-010 vulnerability target buffer
        $ms17   = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
                    00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 }

        // DoublePulsar backdoor marker
        $dp     = ""DoublePulsar""  nocase

    condition:
        filesize < 1MB and
        $smb and
        $pipe and
        ($eb_hex or $ms17 or $dp)
}","malicious","hard","manual"
"45","detect ransomware that drops a ransom note named HELP_DECRYPT or README","short_technical","en","Ransom Note Dropper","ransomware","Data Encrypted for Impact","T1486","Detect_Ransomware_Note_Drop","rule Detect_Ransomware_Note_Drop : ransomware ransom_note
{
    meta:
        description = ""Detects ransomware dropping common ransom note filenames""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Common ransom note filenames
        $note1  = ""HELP_DECRYPT.txt""      nocase fullword
        $note2  = ""README.txt""            nocase fullword
        $note3  = ""HOW_TO_DECRYPT.txt""    nocase fullword
        $note4  = ""YOUR_FILES_LOCKED.txt"" nocase fullword
        $note5  = ""DECRYPT_INSTRUCTIONS""  nocase

        // Bitcoin payment demand
        $btc    = ""bitcoin""      nocase wide ascii
        $wallet = ""BTC wallet""   nocase wide ascii
        $tor    = "".onion""       wide ascii

    condition:
        filesize < 10MB and
        any of ($note1, $note2, $note3, $note4, $note5) and
        ($btc or $wallet or $tor)
}","malicious","easy","manual"
"46","identify a clean MP3 audio file with no hidden data or executable","informal","en","Clean MP3","benign","N/A","N/A","Benign_Clean_MP3_Audio","rule Benign_Clean_MP3_Audio : benign audio media
{
    meta:
        description = ""Identifies a clean MP3 audio file with no embedded executable""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""none""
        reference   = ""https://www.iso.org/standard/22412.html""

    strings:
        // ID3 tag header (MP3 with metadata)
        $id3    = { 49 44 33 }

        // Raw MP3 frame sync bytes
        $mp3    = { FF FB }

        // PE magic (must not be present)
        $pe     = { 4D 5A }

        // ELF magic (must not be present)
        $elf    = { 7F 45 4C 46 }

    condition:
        ($id3 at 0 or $mp3 at 0) and
        not $pe and
        not $elf and
        filesize < 50MB
}","benign","easy","manual"
"47","fichier CSV contenant des données tabulaires sans code exécutable","informal_fr","fr","Clean CSV","benign","N/A","N/A","Benign_CSV_Data_File","rule Benign_CSV_Data_File : benign data tabular
{
    meta:
        description = ""Identifies a benign CSV data file with no executable content""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""none""
        reference   = ""https://www.rfc-editor.org/rfc/rfc4180""

    strings:
        // PE executable (must not be present)
        $pe        = { 4D 5A }

        // PHP code (must not be present)
        $php       = ""<?php"" ascii

        // PowerShell (must not be present)
        $ps        = ""powershell"" nocase ascii

        // Shell command (must not be present)
        $sh        = ""#!/bin"" ascii

    condition:
        not $pe at 0 and
        not $php and
        not $ps and
        not $sh and
        filesize < 100MB
}","benign","easy","manual"
"48","legitimate Windows system DLL signed by Microsoft","technical","en","Windows System DLL","benign","N/A","N/A","Benign_Windows_System_DLL","rule Benign_Windows_System_DLL : benign legitimate microsoft
{
    meta:
        description = ""Identifies a legitimate signed Windows system DLL""
        author      = ""Student Dataset""
        date        = ""2026-01-25""
        severity    = ""none""
        reference   = ""https://docs.microsoft.com/windows/win32""

    strings:
        // Microsoft publisher string
        $ms      = ""Microsoft Corporation""    wide ascii

        // System32 path reference
        $sys     = ""C:\Windows\System32""   wide ascii

        // Digital signature marker
        $sign    = ""Authenticode""             wide ascii

        // Suspicious strings (must not be present)
        $bad1    = ""CreateRemoteThread""       wide ascii
        $bad2    = ""VirtualAllocEx""           wide ascii

    condition:
        pe.is_pe and
        $ms and
        ($sys or $sign) and
        not $bad1 and
        not $bad2 and
        filesize < 50MB
}","benign","easy","manual"
"49","fichier de configuration JSON valide sans instructions suspectes","technical_fr","fr","Clean JSON Config","benign","N/A","N/A","Benign_Clean_JSON_Config","rule Benign_Clean_JSON_Config : benign configuration json
{
    meta:
        description = ""Identifies a clean JSON configuration file without malicious content""
        author      = ""Student Dataset""
        date        = ""2026-01-25""
        severity    = ""none""
        reference   = ""https://www.rfc-editor.org/rfc/rfc8259""

    strings:
        // JSON structure markers
        $obj    = ""{""    ascii
        $arr    = ""[""    ascii

        // Dangerous base64 blobs (must not appear)
        $b64    = /[A-Za-z0-9+\/]{100,}={0,2}/

        // No embedded PE
        $pe     = { 4D 5A }

        // No powershell command
        $ps     = ""powershell"" nocase

    condition:
        ($obj at 0 or $arr at 0) and
        not $b64 and
        not $pe and
        not $ps and
        filesize < 10MB
}","benign","easy","manual"
"50","detect ransomware using AES-256 encryption with hardcoded key in binary","technical","en","AES Ransomware","ransomware","Data Encrypted for Impact","T1486","Detect_AES256_Ransomware_Hardcoded","rule Detect_AES256_Ransomware_Hardcoded : ransomware aes encryption
{
    meta:
        description = ""Detects ransomware implementing AES-256 with hardcoded key material""
        author      = ""Student Dataset""
        date        = ""2026-01-25""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // AES string references
        $aes1   = ""AES""              wide ascii
        $aes2   = ""AES-256""          wide ascii
        $aes3   = ""AES_set_encrypt_key"" wide ascii

        // Windows BCrypt AES provider
        $bcrypt = ""Microsoft Primitive Provider"" wide ascii
        $alg    = ""AES\0""           wide ascii

        // Hardcoded 32-byte key pattern (example structure)
        $key_pattern = { ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??
                         ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? }

        // Encrypted file extension drop
        $ext1   = "".enc""   fullword
        $ext2   = "".aes""   fullword
        $ext3   = "".crypt"" fullword

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($aes1 or $aes2 or $aes3 or $bcrypt) and
        any of ($ext1, $ext2, $ext3) and
        $key_pattern
}","malicious","hard","manual"
"51","Build a YARA signature that flags a ransomware that encrypts files using cryptencrypt api","short_technical","en","WannaCry","ransomware","Data Encrypted for Impact","T1486","Detect_WannaCry_CryptEncrypt","rule Detect_WannaCry_CryptEncrypt : ransomware encryption
{
    meta:
        description = ""Detects WannaCry ransomware via CryptEncrypt API and .WNCRY extension""
        author      = ""Student Dataset""
        date        = ""2026-01-10""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Windows crypto API used for file encryption
        $api1 = ""CryptEncrypt""
        $api2 = ""CryptAcquireContext"" nocase

        // WannaCry specific file extension
        $ext  = "".WNCRY"" fullword

        // Ransom note filename
        $note = ""@Please_Read_Me@.txt"" fullword

        // WannaCry string marker
        $mark = ""WannaCry"" nocase

    condition:
        pe.is_pe and
        filesize < 10MB and
        $api1 and
        ($ext or $note or $mark)
}","malicious","easy","synthetic_paraphrase"
"52","Générer une signature YARA pour un ransomware lockbit qui renomme les fichiers avec l'extension .locked","short_fr","fr","LockBit","ransomware","Data Encrypted for Impact","T1486","Detect_LockBit_Extension","rule Detect_LockBit_Extension : ransomware lockbit
{
    meta:
        description = ""Detects LockBit ransomware via .locked extension and ransom note""
        author      = ""Student Dataset""
        date        = ""2026-01-10""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // LockBit file extensions
        $ext1 = "".locked""  fullword
        $ext2 = "".lockbit"" fullword

        // LockBit ransom note
        $note = ""LockBit_Readme.txt"" fullword

        // LockBit string in binary
        $id   = ""LockBit"" nocase

        // Hex pattern found in LockBit samples
        $hex1 = { 4C 6F 63 6B 42 69 74 }

    condition:
        filesize < 5MB and
        ($ext1 or $ext2 or $note) and
        ($id or $hex1)
}","malicious","easy","synthetic_paraphrase"
"53","Create a detection rule for i need a rule to catch malware that downloads files from internet and hides itself","short_technical","en","Generic Downloader","trojan","Ingress Tool Transfer","T1105","Detect_Generic_Downloader","rule Detect_Generic_Downloader : trojan downloader
{
    meta:
        description = ""Detects generic downloader trojan using URLDownloadToFile and file hiding""
        author      = ""Student Dataset""
        date        = ""2026-01-11""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1105/""

    strings:
        // URL patterns for download
        $url1 = ""http://""  wide ascii
        $url2 = ""https://"" wide ascii

        // Windows API for downloading files
        $dl   = ""URLDownloadToFile"" wide ascii

        // API to hide downloaded file
        $hide = ""SetFileAttributesA""

        // Common hidden attribute value
        $attr = { 02 00 00 00 }

    condition:
        pe.is_pe and
        filesize < 2MB and
        ($url1 or $url2) and
        $dl and
        $hide
}","malicious","medium","synthetic_paraphrase"
"54","Construire une règle pour trouver détecter un keylogger capturant les frappes clavier","short_fr","fr","Generic Keylogger","spyware","Input Capture: Keylogging","T1056.001","Detect_Keylogger_API","rule Detect_Keylogger_API : spyware keylogger
{
    meta:
        description = ""Detects keylogger using Windows hook API to capture keystrokes""
        author      = ""Student Dataset""
        date        = ""2026-01-11""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1056/001/""

    strings:
        // Windows global keyboard hook
        $api1 = ""SetWindowsHookEx""  wide ascii
        $api2 = ""GetAsyncKeyState""  wide ascii
        $api3 = ""GetKeyboardState""  wide ascii

        // Log file name pattern
        $log1 = ""keylog"" nocase
        $log2 = ""keystroke"" nocase

        // Hex opcode for hook callback pattern
        $hex1 = { 55 8B EC 83 EC ?? 53 56 57 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        (2 of ($api1, $api2, $api3)) and
        ($log1 or $log2 or $hex1)
}","malicious","medium","synthetic_paraphrase"
"55","Create a detection rule for pe file that injects code into other processes using createremotethread","short_technical","en","Injector","trojan","Process Injection","T1055","Detect_Process_Injection_CRT","rule Detect_Process_Injection_CRT : trojan injection
{
    meta:
        description = ""Detects classic process injection via CreateRemoteThread technique""
        author      = ""Student Dataset""
        date        = ""2026-01-11""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1055/""

    strings:
        // Classic injection API chain
        $api1 = ""CreateRemoteThread"" wide ascii
        $api2 = ""VirtualAllocEx""     wide ascii
        $api3 = ""WriteProcessMemory"" wide ascii
        $api4 = ""OpenProcess""        wide ascii

        // LoadLibrary for DLL injection variant
        $api5 = ""LoadLibraryA""       wide ascii

        // PE magic bytes
        $mz   = { 4D 5A }

    condition:
        pe.is_pe and
        filesize < 20MB and
        $mz at 0 and
        3 of ($api1, $api2, $api3, $api4) and
        $api5
}","malicious","hard","synthetic_paraphrase"
"56","Écrire une règle qui détecte un virus qui se propage via clé usb via autorun.inf","short_fr","fr","USB Worm","worm","Replication Through Removable Media","T1091","Detect_USB_Worm_Autorun","rule Detect_USB_Worm_Autorun : worm usb autorun
{
    meta:
        description = ""Detects USB worm using autorun.inf to spread via removable media""
        author      = ""Student Dataset""
        date        = ""2026-01-12""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1091/""

    strings:
        // Autorun configuration file
        $autorun = ""autorun.inf"" nocase

        // Autorun open command
        $open    = ""open=""

        // Shell command override
        $shell   = ""shell\open\command"" nocase

        // Self-copy pattern
        $copy    = ""CopyFileA"" wide ascii

    condition:
        filesize < 1MB and
        $autorun and
        ($open or $shell) and
        $copy
}","malicious","easy","synthetic_paraphrase"
"57","Create a detection rule for malware using base64 encoding to hide payload and decode it at runtime","short_technical","en","Obfuscated Malware","trojan","Obfuscated Files or Information","T1027","Detect_Base64_Obfuscation","rule Detect_Base64_Obfuscation : trojan obfuscation
{
    meta:
        description = ""Detects base64-encoded payload decoded and executed at runtime""
        author      = ""Student Dataset""
        date        = ""2026-01-12""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1027/""

    strings:
        // Long base64 string pattern
        $b64   = /[A-Za-z0-9+\/]{60,}={0,2}/

        // Windows crypto decode API
        $decode1 = ""CryptStringToBinary"" wide ascii

        // PowerShell decode function
        $decode2 = ""FromBase64String""    wide ascii

        // Python decode pattern
        $decode3 = ""b64decode""           wide ascii

    condition:
        filesize < 10MB and
        $b64 and
        ($decode1 or $decode2 or $decode3)
}","malicious","medium","synthetic_paraphrase"
"58","Écrire une règle qui détecte un malware qui désactive windows defender pour rester invisible","short_fr","fr","Defender Killer","trojan","Impair Defenses","T1562.001","Detect_Disable_Windows_Defender","rule Detect_Disable_Windows_Defender : trojan defense_evasion
{
    meta:
        description = ""Detects attempt to disable Windows Defender real-time protection""
        author      = ""Student Dataset""
        date        = ""2026-01-12""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1562/001/""

    strings:
        // PowerShell command to disable Defender
        $cmd1 = ""Set-MpPreference -DisableRealtimeMonitoring"" nocase wide ascii

        // Service stop command
        $cmd2 = ""sc stop WinDefend"" nocase

        // Registry key to disable
        $reg1 = ""DisableAntiSpyware""

        // Defender registry path
        $reg2 = ""Windows Defender\Real-Time Protection"" nocase

    condition:
        filesize < 5MB and
        any of them
}","malicious","medium","synthetic_paraphrase"
